PN	ASSIGNEE	去標點符號	lower
7960312	National University of Corporation Hiroshima University	NationalUniversityofCorporationHiroshimaUniversity	nationaluniversityofcorporationhiroshimauniversity
8802150	National University of Ireland	NationalUniversityofIreland	nationaluniversityofireland
7983874	"National University of Ireland, Galway"	NationalUniversityofIrelandGalway	nationaluniversityofirelandgalway
8617883	"National University of Ireland, Galway"	NationalUniversityofIrelandGalway	nationaluniversityofirelandgalway
8734848	"National University of Ireland, Galway (NUIG)"	NationalUniversityofIrelandGalway(NUIG)	nationaluniversityofirelandgalway(nuig)
5552275	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
6652966	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
6719973	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
7297551	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
7335984	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
7442542	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
7468518	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
7939492	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8080411	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8105780	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8241539	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8507290	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8669067	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8927241	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9109155	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9309124	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9365892	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9395360	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
9404130	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9423396	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9429582	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9486770	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
9513294	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9541476	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9789485	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
9815921	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
9944682	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
9957527	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
10005870	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
10160803	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
10175256	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
10179927	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
10203324	NATIONAL UNIVERSITY OF SINGAPORE	NATIONALUNIVERSITYOFSINGAPORE	nationaluniversityofsingapore
10234451	National University of Singapore	NationalUniversityofSingapore	nationaluniversityofsingapore
8927465	National University University of Singapore	NationalUniversityUniversityofSingapore	nationaluniversityuniversityofsingapore
9017952	National Yang Ming University	NationalYangMingUniversity	nationalyangminguniversity
9512207	NATIONAL YANG MING UNIVERSITY	NATIONALYANGMINGUNIVERSITY	nationalyangminguniversity
7423753	National Yang-Ming University	NationalYang-MingUniversity	nationalyang-minguniversity
8076084	National Yang-Ming University	NationalYang-MingUniversity	nationalyang-minguniversity
9220793	NATIONAL YANG-MING UNIVERSITY	NATIONALYANG-MINGUNIVERSITY	nationalyang-minguniversity
7501258	National Yunlin University of Science and Technology	NationalYunlinUniversityofScienceandTechnology	nationalyunlinuniversityofscienceandtechnology
7582500	National Yunlin University of Science and Technology	NationalYunlinUniversityofScienceandTechnology	nationalyunlinuniversityofscienceandtechnology
7727370	National Yunlin University of Science and Technology	NationalYunlinUniversityofScienceandTechnology	nationalyunlinuniversityofscienceandtechnology
7754056	National Yunlin University of Science and Technology	NationalYunlinUniversityofScienceandTechnology	nationalyunlinuniversityofscienceandtechnology
8062488	National Yunlin University of Science and Technology	NationalYunlinUniversityofScienceandTechnology	nationalyunlinuniversityofscienceandtechnology
9034642	NATIONWIDE CHILDREN'S HOSPITAL	NATIONWIDECHILDREN'SHOSPITAL	nationwidechildren'shospital
7638282	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
7816086	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
8236494	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
8283114	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
8628917	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
8652773	"Nationwide Children's Hospital, Inc."	NationwideChildren'sHospitalInc	nationwidechildren'shospitalinc
9568472	"NATIONWIDE CHILDREN'S HOSPITAL, INC."	NATIONWIDECHILDREN'SHOSPITALINC	nationwidechildren'shospitalinc
10048261	"NATIONWIDE CHILDREN'S HOSPITAL, INC."	NATIONWIDECHILDREN'SHOSPITALINC	nationwidechildren'shospitalinc
9417257	"Nativis, Inc."	NativisInc	nativisinc
10046172	"Nativis, Inc."	NativisInc	nativisinc
8206958	Natrix Separations Inc.	NatrixSeparationsInc	natrixseparationsinc
8211682	Natrix Separations Inc.	NatrixSeparationsInc	natrixseparationsinc
9962691	Natrix Separations Inc.	NatrixSeparationsInc	natrixseparationsinc
8343241	Natural Energy Systems Inc.	NaturalEnergySystemsInc	naturalenergysystemsinc
5766736	Naturembal S.A.	NaturembalSA	naturembalsa
6534148	Naturembal S.A.	NaturembalSA	naturembalsa
9156950	NATURIN GMBH & CO.	NATURINGMBH&CO	naturingmbh&co
8034576	"Naturon, Inc."	NaturonInc	naturoninc
8361734	"Naturon, Inc."	NaturonInc	naturoninc
7349812	Nautilus Biotech	NautilusBiotech	nautilusbiotech
6015609	Navartis AG	NavartisAG	navartisag
9914954	NAVIGA LLC	NAVIGALLC	navigallc
6277570	Naxcor	Naxcor	naxcor
6495676	Naxcor	Naxcor	naxcor
6573048	Naxcor	Naxcor	naxcor
6696246	"Naxcor, Inc."	NaxcorInc	naxcorinc
6737239	"Naxcor, Inc."	NaxcorInc	naxcorinc
9139917	Nazir Pyarali Kherani	NazirPyaraliKherani	nazirpyaralikherani
9656882	"NC Brands, LP"	NCBrandsLP	ncbrandslp
5885782	"NCE Pharmaceuticals, Inc."	NCEPharmaceuticalsInc	ncepharmaceuticalsinc
6020312	"NCE Pharmaceuticals, Inc."	NCEPharmaceuticalsInc	ncepharmaceuticalsinc
7306167	NCH Corporation	NCHCorporation	nchcorporation
10105705	NCL NEW CONCEPT LAB GMBH	NCLNEWCONCEPTLABGMBH	nclnewconceptlabgmbh
4769335	NCS Diagnostics Inc.	NCSDiagnosticsInc	ncsdiagnosticsinc
5921925	"NDM, Inc."	NDMInc	ndminc
5928142	"NDM, Inc."	NDMInc	ndminc
6023631	"NDM, Inc."	NDMInc	ndminc
6064901	"NDM, Inc."	NDMInc	ndminc
9359228	NDSU Research Foundation	NDSUResearchFoundation	ndsuresearchfoundation
9631040	NDSU Research Foundation	NDSUResearchFoundation	ndsuresearchfoundation
9815710	NDSU RESEARCH FOUNDATION	NDSURESEARCHFOUNDATION	ndsuresearchfoundation
9964532	NDSU Research Foundation	NDSUResearchFoundation	ndsuresearchfoundation
7700040	NDSU-Research Foundation	NDSU-ResearchFoundation	ndsu-researchfoundation
7910058	NDSU—Research Foundation	NDSU—ResearchFoundation	ndsu—researchfoundation
5949899	Nebular Vision Research & Development Inc.	NebularVisionResearch&DevelopmentInc	nebularvisionresearch&developmentinc
4956149	NEC Corporation	NECCorporation	neccorporation
5307161	NEC Corporation	NECCorporation	neccorporation
5384028	NEC Corporation	NECCorporation	neccorporation
5445920	NEC Corporation	NECCorporation	neccorporation
5465114	NEC Corporation	NECCorporation	neccorporation
5702915	NEC Corporation	NECCorporation	neccorporation
5795774	NEC Corporation	NECCorporation	neccorporation
6280587	NEC Corporation	NECCorporation	neccorporation
6464848	NEC Corporation	NECCorporation	neccorporation
6733643	NEC Corporation	NECCorporation	neccorporation
6780297	NEC Corporation	NECCorporation	neccorporation
7274016	NEC Corporation	NECCorporation	neccorporation
7357984	NEC Corporation	NECCorporation	neccorporation
7445835	NEC Corporation	NECCorporation	neccorporation
7785533	NEC Corporation	NECCorporation	neccorporation
7790007	NEC Corporation	NECCorporation	neccorporation
7842514	NEC Corporation	NECCorporation	neccorporation
8202817	NEC Corporation	NECCorporation	neccorporation
8205480	NEC Corporation	NECCorporation	neccorporation
8568578	NEC Corporation	NECCorporation	neccorporation
9704018	NEC CORPORATION	NECCORPORATION	neccorporation
8507630	N.E. Chemcat Corporation	NEChemcatCorporation	nechemcatcorporation
8582860	"NEC Laboratories America, Inc."	NECLaboratoriesAmericaInc	neclaboratoriesamericainc
9557339	"NEC Solution Innovators, Ltd."	NECSolutionInnovatorsLtd	necsolutioninnovatorsltd
4338417	Nederlandse Centrale Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek	NederlandseCentraleOrganisatievoorToegepast-NatuurwetenschappelijkOnderzoek	nederlandsecentraleorganisatievoortoegepast-natuurwetenschappelijkonderzoek
4722865	Nederlandse Centrale Organisatie Voor Toegepast-Natuurwetenschappelijkond erzoek	NederlandseCentraleOrganisatieVoorToegepast-Natuurwetenschappelijkonderzoek	nederlandsecentraleorganisatievoortoegepast-natuurwetenschappelijkonderzoek
4965128	Nederlandse Organisatie Voor Toegepast-Natuurwetenschappe Lijk	NederlandseOrganisatieVoorToegepast-NatuurwetenschappeLijk	nederlandseorganisatievoortoegepast-natuurwetenschappelijk
6239875	Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk	NederlandseOrganisatieVoorToegepast-Natuurwetenschappelijk	nederlandseorganisatievoortoegepast-natuurwetenschappelijk
6001258	Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek (TNO)	NederlandseOrganisatieVoorToegepast-NatuurwetenschappelijkOnderzoek(TNO)	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoek(tno)
7202389	Nederlandse Organisatie Voor Toegepast Natuurwetenschappelijk Onderzoek Tno	NederlandseOrganisatieVoorToegepastNatuurwetenschappelijkOnderzoekTno	nederlandseorganisatievoortoegepastnatuurwetenschappelijkonderzoektno
5068176	Nederlandse Organisatie voor toegepastnatuurwetenschappelijk onderzoek TNO	NederlandseOrganisatievoortoegepastnatuurwetenschappelijkonderzoekTNO	nederlandseorganisatievoortoegepastnatuurwetenschappelijkonderzoektno
5811252	Nederlandse Organisatie voor toegepast-natuurwetenschappelijk Onderzoek TNO	NederlandseOrganisatievoortoegepast-natuurwetenschappelijkOnderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
6010863	Nederlandse Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek TNO	NederlandseOrganisatievoorToegepast-NatuurwetenschappelijkOnderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
6811599	Nederlandse Organisatie voor toegepast-natuurwetenschappelijk Onderzoek TNO	NederlandseOrganisatievoortoegepast-natuurwetenschappelijkOnderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
7361485	Nederlandse Organisatie Voor Toegepast-Natuurwetenschappelijk Onderzoek Tno	NederlandseOrganisatieVoorToegepast-NatuurwetenschappelijkOnderzoekTno	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
8409870	Nederlandse Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek TNO	NederlandseOrganisatievoorToegepast-NatuurwetenschappelijkOnderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
8415105	Nederlandse Organisatie voor toegepast-natuurwetenschappelijk Onderzoek TNO	NederlandseOrganisatievoortoegepast-natuurwetenschappelijkOnderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
8852883	Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO	NederlandseOrganisatievoortoegepast-natuurwetenschappelijkonderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
10041875	Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO	NederlandseOrganisatievoortoegepast-natuurwetenschappelijkonderzoekTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
10196882	NEDERLANDSE ORGANISATIE VOOR TOEGEPAST-NATUURWETENSCHAPPELIJK ONDERZOEK TNO	NEDERLANDSEORGANISATIEVOORTOEGEPAST-NATUURWETENSCHAPPELIJKONDERZOEKTNO	nederlandseorganisatievoortoegepast-natuurwetenschappelijkonderzoektno
8723106	Nederlandse Organsatie Voor Toegepast Natuurwetenschappelijk Onderzoek Tno	NederlandseOrgansatieVoorToegepastNatuurwetenschappelijkOnderzoekTno	nederlandseorgansatievoortoegepastnatuurwetenschappelijkonderzoektno
6591122	Nellcor Puritan Bennett Incorporated	NellcorPuritanBennettIncorporated	nellcorpuritanbennettincorporated
8082110	Nellcor Puritan Bennett Ireland	NellcorPuritanBennettIreland	nellcorpuritanbennettireland
9198616	Nellcor Puritan Bennett Ireland	NellcorPuritanBennettIreland	nellcorpuritanbennettireland
9220459	Nellcor Puritan Bennett Ireland	NellcorPuritanBennettIreland	nellcorpuritanbennettireland
9220460	Nellcor Puritan Bennett Ireland	NellcorPuritanBennettIreland	nellcorpuritanbennettireland
8092993	Nellcor Puritan Bennett LLC	NellcorPuritanBennettLLC	nellcorpuritanbennettllc
8135448	Nellcor Puritan Bennett LLC	NellcorPuritanBennettLLC	nellcorpuritanbennettllc
8199007	Nellcor Puritan Bennett LLC	NellcorPuritanBennettLLC	nellcorpuritanbennettllc
7790273	"Nellix, Inc."	NellixInc	nellixinc
7239902	Nellor Puritan Bennett Incorporated	NellorPuritanBennettIncorporated	nellorpuritanbennettincorporated
3934979	Nelson Research & Development Co.	NelsonResearch&DevelopmentCo	nelsonresearch&developmentco
3934980	Nelson Research & Development Co.	NelsonResearch&DevelopmentCo	nelsonresearch&developmentco
10076495	Nemaura Pharma Limited	NemauraPharmaLimited	nemaurapharmalimited
7575938	"Neobiodigm Co., Ltd"	NeobiodigmCoLtd	neobiodigmcoltd
6491759	"Neocera, Inc."	NeoceraInc	neocerainc
9562270	NeoDiagnostix	NeoDiagnostix	neodiagnostix
8603747	"NeoDiagnostix, Inc"	NeoDiagnostixInc	neodiagnostixinc
8603746	"NeoDiagnostix, Inc."	NeoDiagnostixInc	neodiagnostixinc
8748099	"NeoDiagnostix, Inc."	NeoDiagnostixInc	neodiagnostixinc
9051607	"NeoDiagnostix, Inc."	NeoDiagnostixInc	neodiagnostixinc
4599085	"Neodontics, Inc."	NeodonticsInc	neodonticsinc
6887681	Neogen Corporation	NeogenCorporation	neogencorporation
6927851	Neogen Corporation	NeogenCorporation	neogencorporation
8106155	Neogen Corporation	NeogenCorporation	neogencorporation
6694267	"NeoGenesis Drug Discovery, Inc."	NeoGenesisDrugDiscoveryInc	neogenesisdrugdiscoveryinc
6714875	"Neogenesis Drug Discovery, Inc."	NeogenesisDrugDiscoveryInc	neogenesisdrugdiscoveryinc
6232066	"NeoGen, Inc."	NeoGenInc	neogeninc
7516749	"Neogen, LLC"	NeogenLLC	neogenllc
5843789	NeoMecs Incorporated	NeoMecsIncorporated	neomecsincorporated
5619428	"NeoPath, Inc."	NeoPathInc	neopathinc
5625706	"NeoPath, Inc."	NeoPathInc	neopathinc
5627908	"NeoPath, Inc."	NeoPathInc	neopathinc
5642433	"NeoPath, Inc."	NeoPathInc	neopathinc
5699794	"NeoPath, Inc."	NeoPathInc	neopathinc
5715327	"NeoPath, Inc."	NeoPathInc	neopathinc
5787188	"NeoPath, Inc."	NeoPathInc	neopathinc
5797130	"NeoPath, Inc."	NeoPathInc	neopathinc
5875258	"NeoPath, Inc."	NeoPathInc	neopathinc
5978497	"NeoPath, Inc."	NeoPathInc	neopathinc
10054596	NEOPROTEOMICS AB	NEOPROTEOMICSAB	neoproteomicsab
5202451	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5599844	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5606028	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5684137	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5733925	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5770609	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5811447	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5847007	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5945456	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5981568	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6166090	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6171609	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6262079	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6268390	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6306421	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6395494	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6491938	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6515009	NeoRx Corporation	NeoRxCorporation	neorxcorporation
6599928	NeoRx Corporation	NeoRxCorporation	neorxcorporation
7094550	NeoRx Corporation	NeoRxCorporation	neorxcorporation
5843786	"Neose Technologies, Inc."	NeoseTechnologiesInc	neosetechnologiesinc
8403930	"Neos Surgery, S.L."	NeosSurgerySL	neossurgerysl
4017192	Neotec Corporation	NeotecCorporation	neoteccorporation
4040747	Neotec Corporation	NeotecCorporation	neoteccorporation
9465089	NeoVision LLC	NeoVisionLLC	neovisionllc
8784640	Neroxis SA	NeroxisSA	neroxissa
8592416	Nerviano Medical Sciences S.r.l.	NervianoMedicalSciencesSrl	nervianomedicalsciencessrl
8993594	Nerviano Medical Sciences S.R.L.	NervianoMedicalSciencesSRL	nervianomedicalsciencessrl
6887570	Nestec Ltd.	NestecLtd	nestecltd
7958847	Nestec Ltd.	NestecLtd	nestecltd
8096267	Nestec Ltd.	NestecLtd	nestecltd
7183101	Nestec S.A.	NestecSA	nestecsa
8278057	Nestec S.A.	NestecSA	nestecsa
8409819	Nestec S.A.	NestecSA	nestecsa
8519096	Nestec S.A.	NestecSA	nestecsa
8584617	Nestec S.A.	NestecSA	nestecsa
8658388	Nestec S.A.	NestecSA	nestecsa
8710003	Nestec S.A.	NestecSA	nestecsa
9201064	NESTEC S.A.	NESTECSA	nestecsa
9201081	NESTEC S.A.	NESTECSA	nestecsa
9250243	NESTEC S.A.	NESTECSA	nestecsa
9261520	NESTEC S.A.	NESTECSA	nestecsa
9285369	NESTEC S.A.	NESTECSA	nestecsa
9322821	NESTEC S.A.	NESTECSA	nestecsa
9341615	NESTEC S.A.	NESTECSA	nestecsa
9410963	Nestec S.A.	NestecSA	nestecsa
9465027	Nestec S.A.	NestecSA	nestecsa
9482672	Nestec S.A.	NestecSA	nestecsa
9500660	Nestec S.A.	NestecSA	nestecsa
9518975	Nestec S.A.	NestecSA	nestecsa
9523671	NESTEC S.A.	NESTECSA	nestecsa
9540691	NESTEC S.A.	NESTECSA	nestecsa
9546401	NESTEC S.A.	NESTECSA	nestecsa
9739786	NESTEC S.A.	NESTECSA	nestecsa
9817003	NESTEC S.A.	NESTECSA	nestecsa
9835632	Nestec S.A.	NestecSA	nestecsa
9891235	Nestec S.A.	NestecSA	nestecsa
10036740	NESTEC S.A.	NESTECSA	nestecsa
10036757	Nestec S.A.	NestecSA	nestecsa
10086072	Nestec S.A.	NestecSA	nestecsa
10094819	NESTEC S.A.	NESTECSA	nestecsa
10184940	Nestec S.A.	NestecSA	nestecsa
7429421	"Nestec, S.A."	NestecSA	nestecsa
8329970	Neste Oil Oyj	NesteOilOyj	nesteoiloyj
8936658	Neste Oil Oyj	NesteOilOyj	nesteoiloyj
9040766	NESTE OIL OYJ	NESTEOILOYJ	nesteoiloyj
9352292	NESTE OYJ	NESTEOYJ	nesteoyj
10022690	NESTE OYJ	NESTEOYJ	nesteoyj
10040744	NESTE OYJ	NESTEOYJ	nesteoyj
7862873	"Netafim, Ltd."	NetafimLtd	netafimltd
8173417	NetBio Inc.	NetBioInc	netbioinc
9314795	NetBio Inc.	NetBioInc	netbioinc
8018593	"NetBio, Inc."	NetBioInc	netbioinc
8206974	"NetBio, Inc."	NetBioInc	netbioinc
8425861	"Netbio, Inc."	NetbioInc	netbioinc
8720036	"NetBio, Inc."	NetBioInc	netbioinc
8858770	"NetBio, Inc."	NetBioInc	netbioinc
8961765	"NetBio, Inc."	NetBioInc	netbioinc
9012208	"NetBio, Inc."	NetBioInc	netbioinc
9174210	"NetBio, Inc."	NetBioInc	netbioinc
9354199	"NetBio, Inc."	NetBioInc	netbioinc
9366631	"NetBio, Inc."	NetBioInc	netbioinc
9494519	"NetBio, Inc."	NetBioInc	netbioinc
9550985	"NetBio, Inc."	NetBioInc	netbioinc
10191011	"NetBio, Inc."	NetBioInc	netbioinc
8797551	Netra Systems Inc	NetraSystemsInc	netrasystemsinc
9261521	NETSEC S.A.	NETSECSA	netsecsa
6078265	"Nettel Technologies, Inc."	NettelTechnologiesInc	netteltechnologiesinc
6797242	"Neumann Information Systems, Inc."	NeumannInformationSystemsInc	neumanninformationsystemsinc
7217935	"Neumann Information Systems, Inc."	NeumannInformationSystemsInc	neumanninformationsystemsinc
9149495	Neumara Pharma Ltd.	NeumaraPharmaLtd	neumarapharmaltd
9050594	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9339812	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9382532	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9441219	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9499896	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9539576	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9540636	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9604213	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9637775	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
10041062	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
10093963	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
10239060	"NeuMoDx Molecular, Inc."	NeuMoDxMolecularInc	neumodxmolecularinc
9249110	"NEUPHARMA, INC."	NEUPHARMAINC	neupharmainc
9849139	"NeuPharma, Inc."	NeuPharmaInc	neupharmainc
10137125	"NEUPHARMA, INC."	NEUPHARMAINC	neupharmainc
8523930	"Neuraxis, LLC"	NeuraxisLLC	neuraxisllc
7452725	NeuroBioTex	NeuroBioTex	neurobiotex
5655029	"Neuromedical Systems, Inc."	NeuromedicalSystemsInc	neuromedicalsystemsinc
7941202	NeuroNexus Technologies	NeuroNexusTechnologies	neuronexustechnologies
8800140	"NeuroNexus Technologies, Inc."	NeuroNexusTechnologiesInc	neuronexustechnologiesinc
8954144	"NeuroNexus Technologies, Inc."	NeuroNexusTechnologiesInc	neuronexustechnologiesinc
9636028	"NEURONEXUS TECHNOLOGIES, INC."	NEURONEXUSTECHNOLOGIESINC	neuronexustechnologiesinc
7672736	"Neuropace, Inc."	NeuropaceInc	neuropaceinc
9162050	"NeuroPace, Inc."	NeuroPaceInc	neuropaceinc
7146222	"Neurospace, Inc."	NeurospaceInc	neurospaceinc
5750376	NeuroSpheres Holdings Ltd.	NeuroSpheresHoldingsLtd	neurospheresholdingsltd
6497872	NeuroSpheres Holdings Ltd.	NeuroSpheresHoldingsLtd	neurospheresholdingsltd
7101709	Neurospheres Holdings Ltd.	NeurospheresHoldingsLtd	neurospheresholdingsltd
6294346	"Neurospheres Holdings, Ltd."	NeurospheresHoldingsLtd	neurospheresholdingsltd
8428749	Neurostream Technologies General Partnership	NeurostreamTechnologiesGeneralPartnership	neurostreamtechnologiesgeneralpartnership
6039959	NeuTec Pharma plc	NeuTecPharmaplc	neutecpharmaplc
8808984	Neuvolution A/S	NeuvolutionA/S	neuvolutiona/s
7790407	Nevada Cancer Institute	NevadaCancerInstitute	nevadacancerinstitute
9625401	Nevada Nanotech Systems Inc.	NevadaNanotechSystemsInc	nevadananotechsystemsinc
9271495	Nevada Naturals Inc.	NevadaNaturalsInc	nevadanaturalsinc
10226043	NEVADA NATURALS INC.	NEVADANATURALSINC	nevadanaturalsinc
6391884	"NewBiotics, Inc."	NewBioticsInc	newbioticsinc
6495553	"NewBiotics, Inc."	NewBioticsInc	newbioticsinc
8242077	Newcastle University Ventures Limited	NewcastleUniversityVenturesLimited	newcastleuniversityventureslimited
7193037	"New Century Pharmaceuticals, Inc."	NewCenturyPharmaceuticalsInc	newcenturypharmaceuticalsinc
7692218	"New Cyte, Inc."	NewCyteInc	newcyteinc
6660475	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
7282328	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
7700283	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
7829284	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
8980553	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
9567632	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
9708658	"New England Biolabs, Inc."	NewEnglandBiolabsInc	newenglandbiolabsinc
4447545	New England Deaconess Hospital	NewEnglandDeaconessHospital	newenglanddeaconesshospital
5169788	New England Deaconess Hospital Corporation	NewEnglandDeaconessHospitalCorporation	newenglanddeaconesshospitalcorporation
7183051	New England Medical Center	NewEnglandMedicalCenter	newenglandmedicalcenter
5780040	"New England Medical Center Hospital, Inc."	NewEnglandMedicalCenterHospitalInc	newenglandmedicalcenterhospitalinc
5972348	New England Medical Center Hospitals Inc.	NewEnglandMedicalCenterHospitalsInc	newenglandmedicalcenterhospitalsinc
4769320	"New England Medical Center Hospitals, Inc."	NewEnglandMedicalCenterHospitalsInc	newenglandmedicalcenterhospitalsinc
5648220	"New England Medical Center Hospitals, Inc."	NewEnglandMedicalCenterHospitalsInc	newenglandmedicalcenterhospitalsinc
6867008	"New England Medical Center Hospitals, Inc."	NewEnglandMedicalCenterHospitalsInc	newenglandmedicalcenterhospitalsinc
4136159	New England Nuclear Corporation	NewEnglandNuclearCorporation	newenglandnuclearcorporation
8956878	"New England Peptide, Inc."	NewEnglandPeptideInc	newenglandpeptideinc
7740210	Newfrey LLC	NewfreyLLC	newfreyllc
9977037	"New Health Sciences, Inc."	NewHealthSciencesInc	newhealthsciencesinc
4704355	New Horizons Diagnostics Corporation	NewHorizonsDiagnosticsCorporation	newhorizonsdiagnosticscorporation
5393658	New Horizons Diagnostics Corporation	NewHorizonsDiagnosticsCorporation	newhorizonsdiagnosticscorporation
6878199	New Ice Limited	NewIceLimited	newicelimited
