PN,ASSIGNEE,value
6471993,Massachusetts Institute of Technology,12958
5578325,Massachusetts Institute of Technology,13105
5597694,Massachusetts Institute of Technology,13382
8481698,Massachusetts Institute of Technology,13422
6815218,Massachusetts Institute of Technology,13514
8748111,Massachusetts Institute of Technology,13572
5633129,Massachusetts Institute of Technology,13933
7094543,Massachusetts Institute of Technology,13934
6774361,Massachusetts Institute of Technology,14556
7160613,Massachusetts Institute of Technology,14560
7235361,Massachusetts Institute of Technology,14563
9528144,Massachusetts Institute of Technology,14580
9528145,Massachusetts Institute of Technology,14581
9868982,Illumina Cambridge Limited,14613
5695933,Massachusetts Institute of Technology,14834
5696175,Massachusetts Institute of Technology,14858
8216797,Massachusetts Institute of Technology,14890
8722347,Massachusetts Institute of Technology,14891
9291549,Massachusetts Institute of Technology,14892
5718921,Massachusetts Institute of Technology,15180
10183155,"Kibur Medical, Inc.",15346
8772693,Hamamatsu Photonics K.K.,15547
8722402,Massachusetts Institute of Technology,15566
9625444,Massachusetts Institute of Technology,15569
5750335,Massachusetts Institute of Technology,15570
6661938,Massachusetts Institute of Technology,15792
5772888,Massachusetts Institute of Technology,15880
5776748,Children's Medical Center Corporation,15923
6977138,Massachusetts Institute of Technology,15925
7410791,Children's Medical Center Corporation,15927
7485100,Massachusetts Institute of Technology,16319
8673267,Massachusetts Institute of Technology,16364
9970941,Massachusetts Institute of Technology,16365
10006916,Massachusetts Institute of Technology,16366
5836313,Massachusetts Institute of Technology,16586
9422517,Massachusetts Institute of Technology,16596
7112361,Massachusetts Institute of Technology,16619
8105652,Massachusetts Institute of Technology,16620
7235045,Massachusetts Institute of Technology,17134
5869170,Massachusetts Institute of Technology,17239
10086013,Massachusetts Institute of Technology,17442
6517995,Massachusetts Institute of Technology,17591
5912017,Massachusetts Institute of Technology,17666
5928868,Massachusetts Institute of Technology,17813
5976826,Children's Medical Center Corporation,18321
7282329,Massachusetts Institute of Technology,18446
6855551,Massachusetts Institute of Technology,18466
9274108,Massachusetts Institute of Technology,18576
6004534,Massachusetts Institute of Technology,18730
6007845,Massachusetts Institute of Technology,18770
8986999,Massachusetts Institute of Technology,18997
8380268,Massachusetts Institute of Technology,19528
8143368,Massachusetts Institute of Technology,20055
6537211,Massachusetts Institute of Technology,20099
8491561,Massachusetts Institute of Technology,20235
8765458,Massachusetts Institute of Technology,20339
9448219,Massachusetts Institute of Technology,20605
6197575,Massachusetts Institute of Technology,20972
8313957,Massachusetts Institute of Technology,21056
8000904,Massachusetts Institute of Technology,21318
8209132,Massachusetts Institute of Technology,21319
10059990,Massachusetts Institute of Technology,22101
6306610,Massachusetts Institute of Technology,22341
8947516,Massachusetts Institute of Technology,22345
6326144,Massachusetts Institute of Technology,22562
7365858,Massachusetts Institute of Technology,22648
9624524,Massachusetts Institute of Technology,22702
9880122,Massachusetts Institute of Technology,23050
8351675,Massachusetts Institute of Technology,23151
8718351,Massachusetts Institute of Technology,23152
9589173,Massachusetts Institute of Technology,23153
10006841,"Lahey Clinic Foundation, Inc.",23178
8535644,Massachusetts Institute of Technology,23384
9512278,Massachusetts Institute of Technology,23386
7491943,Massachusetts Institute of Technology,23498
10222304,Massachusetts Institute of Technology,23537
10012569,Massachusetts Institute of Technology,23650
8932974,Massachusetts Institute of Technology,23719
7784495,Massachusetts Institute of Technology,23947
6697652,Massachusetts Institute of Technology,24491
9757339,Massachusetts Institute of Technology,24512
7642096,Massachusetts Institute of Technology,24577
6841145,Massachusetts Institute of Technology,25063
7217411,Massachusetts Institute of Technology,25064
6912412,Massachusetts Institute of Technology,25402
7049148,Massachusetts Institute of Technology,25790
7056683,Massachusetts Institute of Technology,25839
9201060,Massachusetts Institute of Technology,26142
8349991,Massachusetts Institute of Technology,26169
9759727,Massachusetts Institute of Technology,26250
10202546,Massachusetts Institute of Technology,26251
7993608,Massachusetts Institute of Technology,26290
7838284,Massachusetts Institute of Technology,26465
8635911,Massachusetts Institute of Technology,26466
9789485,Massachusetts Institute of Technology,26505
7332321,"Board of Regents, The University of Texas System",26632
7923109,"Board of Regents, The University of Texas System",26633
8431506,Massachusetts Institute of Technology,26634
8848199,Massachusetts Institute of Technology,26717
9546952,Massachusetts Institute of Technology,26719
10157340,Massachusetts Institute of Technology,27516
7709544,Massachusetts Institute of Technology,27671
8235071,Massachusetts Institute of Technology,27831
8383061,Massachusetts Institute of Technology,27832
7918244,Massachusetts Institute of Technology,28121
10124336,Massachusetts Institute of Technology,28326
8366899,Massachusetts Institute of Technology,28614
8154729,Massachusetts Institute of Technology,28628
8304273,Massachusetts Institute of Technology,28847
8669771,Massachusetts Institute of Technology,29433
8697359,Massachusetts Institute of Technology,29465
9404835,Massachusetts Institute of Technology,29546
9714941,Massachusetts Institute of Technology,29547
8771945,Massachusetts Institute of Technology,29566
8906616,Massachusetts Institute of Technology,29712
8927241,Massachusetts Institute of Technology,29734
9404130,Massachusetts Institute of Technology,29735
9957527,Massachusetts Institute of Technology,29736
8945839,Massachusetts Institute of Technology,29758
9459222,Massachusetts Institute of Technology,30160
9995719,Massachusetts Institute of Technology,30161
9563833,Massachusetts Institute of Technology,30202
9572861,Massachusetts Institute of Technology,30207
9603944,Massachusetts Institute of Technology,30222
10226510,Massachusetts Institute of Technology,30223
9244080,Massachusetts Institute of Technology,3762
9121847,Massachusetts Institute of Technology,20979
8018231,Istituto di Ricerche Chimiche e Biochimiche G Ronzoni,23124
7622277,Massey University,10650
10241099,AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH,23944
4459360,"Mast Medical Industries, Ltd.",2125
8453481,Master Lock Company LLC,28740
7329489,Cornell Research Foundation,2327
7007972,"Materials Modification, Inc.",609
7560160,"Materials Modification, Inc.",610
10197522,MATERION CORPORATION,16866
6936424,"Matritech, Inc.",15196
5858683,"Matritech, Inc.",17026
5989826,"Matritech, Inc.",18532
6027905,"Matritech, Inc.",19086
6309608,Matson; Stephen,22367
5512159,Matsushita Electric Industrial Co. Ltd.,12242
6340428,Matsushita Electric Industrial Co. Ltd.,13161
6875327,Matsushita Electric Industrial Co. Ltd.,848
4897173,Matsushita Electric Industrial Co. Ltd.,5554
6867002,Matsushita Electric Industrial Co. Ltd.,5558
6448018,Matsushita Electric Industrial Co. Ltd.,5599
7022218,Matsushita Electric Industrial Co. Ltd.,6419
5120420,Matsushita Electric Industrial Co. Ltd.,7551
6830669,Matsushita Electric Industrial Co. Ltd.,7558
7235170,Matsushita Electric Industrial Co. Ltd.,7563
7323098,Matsushita Electric Industrial Co. Ltd.,7567
6699382,Matsushita Electric Industrial Co. Ltd.,7864
5171689,Matsushita Electric Industrial Co. Ltd.,8094
7172860,Matsushita Electric Industrial Co. Ltd.,8182
5185256,Matsushita Electric Industrial Co. Ltd.,8199
5192415,Matsushita Electric Industrial Co. Ltd.,8272
6821410,Matsushita Electric Industrial Co. Ltd.,8273
5229282,Matsushita Electric Industrial Co. Ltd.,8719
5264103,Matsushita Electric Industrial Co. Ltd.,9022
6790327,Matsushita Electric Industrial Co. Ltd.,9024
6881322,Matsushita Electric Industrial Co. Ltd.,9025
5266179,"Kyoto Daiichi Kagaku Co., Ltd.",9048
6969450,Matsushita Electric Industrial Co. Ltd.,9051
7232510,Matsushita Electric Industrial Co. Ltd.,9053
5320732,Matsushita Electric Industrial Co. Ltd.,9678
6599406,"Kyoto Daiichi Kagaku Co., Ltd.",9679
6827829,"Kyoto Daiichi Kagaku Co., Ltd.",9680
6458258,Matsushita Electric Industrial Co. Ltd.,10382
6599407,Matsushita Electric Industrial Co. Ltd.,10383
7060168,Matsushita Electric Industrial Co. Ltd.,10384
5378344,Matsushita Electric Industrial Co. Ltd.,10385
6471839,Matsushita Electric Industrial Co. Ltd.,10408
5409583,Matsushita Electric Industrial Co. Ltd.,10683
6911131,Matsushita Electric Industrial Co. Ltd.,10763
7241578,Matsushita Electric Industrial Co. Ltd.,10845
6547954,Matsushita Electric Industrial Co. Ltd.,12243
6740215,Matsushita Electric Industrial Co. Ltd.,12244
6860978,Matsushita Electric Industrial Co. Ltd.,12245
5565085,Matsushita Electric Industrial Co. Ltd.,12889
5575895,Matsushita Electric Industrial Co. Ltd.,13085
5582697,Matsushita Electric Industrial Co. Ltd.,13160
6451372,Matsushita Electric Industrial Co. Ltd.,13591
6706232,Matsushita Electric Industrial Co. Ltd.,13592
6719887,Matsushita Electric Industrial Co. Ltd.,13593
6776888,Matsushita Electric Industrial Co. Ltd.,13594
6966977,Matsushita Electric Industrial Co. Ltd.,13595
5650062,Matsushita Electric Industrial Co. Ltd.,14235
5651869,Matsushita Electric Industrial Co. Ltd.,14269
5658443,Matsushita Electric Industrial Co. Ltd.,14346
7267750,Matsushita Electric Industrial Co. Ltd.,14347
6432632,Matsushita Electric Industrial Co. Ltd.,14388
6416641,Matsushita Electric Industrial Co. Ltd.,15661
7147825,"Arkray, Inc.",17310
5906921,Matsushita Electric Industrial Co. Ltd.,17636
5922188,Matsushita Electric Industrial Co. Ltd.,17747
5958199,Matsushita Electric Industrial Co. Ltd.,18067
6894511,Matsushita Electric Industrial Co. Ltd.,18381
5985116,Matsushita Electric Industrial Co. Ltd.,18458
6656702,Matsushita Electric Industrial Co. Ltd.,18642
6004441,Matsushita Electric Industrial Co. Ltd.,18712
6806088,Matsushita Electric Industrial Co. Ltd.,19104
7006929,Matsushita Electric Industrial Co. Ltd.,19337
6059946,Matsushita Electric Industrial Co. Ltd.,19424
7326384,Matsushita Electric Industrial Co. Ltd.,19513
6077408,Matsushita Electric Industrial Co. Ltd.,19587
6172752,Matsushita Electric Industrial Co. Ltd.,20695
6212417,Matsushita Electric Industrial Co. Ltd.,21118
6885196,Matsushita Electric Industrial Co. Ltd.,21119
7438854,Matsushita Electric Industrial Co. Ltd.,21143
6225078,Matsushita Electric Industrial Co. Ltd.,21263
6882872,Matsushita Electric Industrial Co. Ltd.,21472
6258254,Matsushita Electric Industrial Co. Ltd.,21629
6309526,Matsushita Electric Industrial Co. Ltd.,22364
6436255,Matsushita Electric Industrial Co. Ltd.,23144
6977032,Matsushita Electric Industrial Co. Ltd.,23145
6542293,Matsushita Electric Industrial Co. Ltd.,23679
7056425,Matsushita Electric Industrial Co. Ltd.,24609
6926865,Matsushita Electric Industrial Co. Ltd.,25457
7024367,"Arkray, Inc.",25729
7112451,Matsushita Electric Industrial Co. Ltd.,25975
7236814,Matsushita Electric Industrial Co. Ltd.,26351
10172963,Matthew A. Pequignot,29241
4312944,Ling; Torbjorn Gosta Ingvar,1386
6461827,Mauha Corporation,3055
8557609,"Maven Biotechnologies, LLC",2319
7518724,Maven Technologies,2309
6833920,Maven Technologies,2302
6859280,Maven Technologies,2303
7002686,Maven Technologies,2305
6594011,Maven Technologies,2301
6882420,Maven Technologies,2304
7023547,Maven Technologies,2306
7126688,Maven Technologies,2307
7193711,Maven Technologies,2308
7863037,Maven Technologies,2312
7867783,Maven Technologies,2313
7981664,Maven Technologies,2314
8039270,Maven Technologies,2315
8355133,Maven Technologies,2317
6587617,Maven Technologies,23929
9063072,Maven Technologies,23971
4987066,Max Planck-Gesellschaft Zur Forderung der Wissenschaften E.V.,6262
5453361,Max Plank Gesselschaft zur Forderung der Wissenschaften,11337
9862953,CHARITE¡XUNIVERSTATSMEDIZIN BERLIN,29680
7741050,MAX-DELBRUECK-CENTRUM FUER MOLEKULARE MEDIZIN,2138
6630108,Maxmat SA,17540
7695682,Maxmat SA,23188
6833192,Max-Planck Gesellschaft Zur Forderrung der Wissenschaften E.V.,11004
8129106,Max-Planck-Geselischaft zur Forderung der Wissenschaften E.V.,25246
4725348,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,3641
7741859,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,8234
7611863,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,9655
9523678,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,22546
6875750,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,25245
7824869,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,27910
8174692,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,28022
7943671,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,28203
8256232,Max-Planck-Gesellschaft Zur Foerderung der Wissenschaften e.V.,3425
6602399,Max-Planck-Gesellschaft zur Forderung der Wissenchaften e.V.,19335
7869013,AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH,10097
7494824,"Max-Planck-Gesellschaft zur Forderung der Wissenschaften e. V., Berlin",11340
8168226,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,1781
7224452,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,6716
7507582,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,6717
9791355,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,7805
5224536,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,8646
6599479,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,9225
5430957,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,11068
5747269,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,15525
6623701,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,18094
6294329,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,22187
8623606,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,22701
7045146,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,24498
7056554,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,25828
7064824,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,25870
7880150,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,28021
8202699,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,28699
8647870,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.,29406
6929955,"Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V., Berlin",11339
6479146,"Max-Planck-Gesellschaft zur Forderung der Wissenschaften, E.V.",11911
6699501,"Max-Planck-Gesellschaft zur Forderung der Wissenschaften, E.V.",24497
7029845,Institut National de la Sante et de la Recherche Medicale (I.N.S.E.R.M.),11262
6084091,Max-Planck-Gesellschaft Zur Forerung Der Wissenschaften E.V.,19663
9366677,Max-Planck-Gesellshaft zur Foerderung der Wissenschaften e.V.,18929
6570196,Max-Plank-Gesellschaft zur Forderung der Wissenschaften,13018
5333095,"Maxwell Laboratories, Inc., Sierra Capacitor Filter Division",9890
7858307,"Maxwell Sensors, Inc.",22761
7871770,"Maxwell Sensors, Inc.",22762
8148139,"Maxwell Sensors, Inc.",22763
8232092,"Maxwell Sensors, Inc.",22764
7462469,"Maxygen, Inc.",2750
6391640,"Maxygen, Inc.",6337
6413774,"Maxygen, Inc.",6338
6444468,"Maxygen, Inc.",6339
6576467,"Maxygen, Inc.",6340
7105297,"Maxygen, Inc.",6341
7384387,"Maxygen, Inc.",10809
5837458,"Maxygen, Inc.",16631
6335198,"Maxygen, Inc.",16632
6132970,"Maxygen, Inc.",20178
6287861,"Maxygen, Inc.",22097
6287862,"Maxygen, Inc.",22098
7747393,"Maxygen, Inc.",27752
7713201,Mayo Foundation for Medical Education,27673
6210882,Mayo Foundation for Medical Education and Reseach,21083
6884432,Mayo Foundation for Medical Education and Research,5961
6376188,Mayo Foundation for Medical Education and Research,6677
7232655,Mayo Foundation for Medical Education and Research,6678
7998670,Mayo Foundation for Medical Education and Research,6679
8785129,Abbott Molecular Inc.,6680
9790558,Abbott Molecular Inc.,6681
8987002,Mayo Foundation for Medical Education and Research,7036
9778246,Mayo Foundation for Medical Education and Research,7037
7462458,Mayo Foundation for Medical Education and Research,9398
8535888,Mayo Foundation for Medical Education and Research,10462
6830888,Mayo Foundation for Medical Education and Research,11966
6593093,Mayo Foundation for Medical Education and Research,12903
6958210,Mayo Foundation for Medical Education and Research,12904
7074598,Mayo Foundation for Medical Education and Research,12905
7074599,Mayo Foundation for Medical Education and Research,12906
7452984,Mayo Foundation for Medical Education and Research,12907
7615352,Mayo Foundation for Medical Education and Research,12908
7667025,Mayo Foundation for Medical Education and Research,12909
7893241,Mayo Foundation for Medical Education and Research,12912
8101362,Mayo Foundation for Medical Education and Research,12913
5578450,Mayo Foundation for Medical Education and Research,13109
5643723,Mayo Foundation for Medical Education and Research,14148
7998678,Mayo Foundation for Medical Education and Research,14484
9506116,Mayo Foundation for Medical Education and Research,14502
9982310,Mayo Foundation for Medical Education and Research,14504
9994911,Exact Sciences Development Company,14505
10006093,Exact Sciences Development Company,14506
10030272,Mayo Foundation for Medical Education and Research,14507
10184154,Mayo Foundation for Medical Education and Research,14509
6849407,Mayo Foundation for Medical Education and Research,14978
7427475,Mayo Foundation for Medical Education and Research,14979
7691571,Mayo Foundation for Medical Education and Research,14980
8097413,Mayo Foundation for Medical Education and Research,14981
8507201,Mayo Foundation for Medical Education and Research,14983
7390894,Mayo Foundation for Medical Education and Research,15327
7425624,Mayo Foundation for Medical Education and Research,15328
7485711,Mayo Foundation for Medical Education and Research,15330
7514215,Mayo Foundation for Medical Education and Research,15331
8293481,Mayo Foundation for Medical Education and Research,15332
8034577,"Abbott Laboratories, Inc.",15658
6613510,Mayo Foundation for Medical Education and Research,15909
6562572,Mayo Foundation for Medical Education and Research,16494
9739663,Mayo Foundation for Medical Education and Research,16507
10072983,Mayo Foundation for Medical Education and Research,16508
6087097,Mayo Foundation for Medical Education and Research,19684
7097998,Mayo Foundation for Medical Education and Research,20537
6174681,Mayo Foundation for Medical Education and Research,20717
6451526,Mayo Foundation for Medical Education and Research,23218
6500630,Mayo Foundation for Medical Education and Research,23446
7723049,Mayo Foundation for Medical Education and Research,23447
7939280,Mayo Foundation for Medical Education and Research,23448
8273539,Mayo Foundation for Medical Education and Research,24154
8338109,Mayo Foundation for Medical Education and Research,24155
8871451,Mayo Foundation for Medical Education and Research,24157
9534249,Mayo Foundation for Medical Education and Research,24158
7700365,Mayo Foundation for Medical Education and Research,24469
7901944,Mayo Foundation for Medical Education and Research,24470
8349613,Mayo Foundation for Medical Education and Research,24471
8592218,Mayo Foundation for Medical Education and Research,24472
7101679,Mayo Foundation for Medical Education and Research,25947
8889102,Mayo Foundation for Medical Education and Research,25948
9891219,Mayo Foundation for Medical Education and Research,25949
7115382,Como Holdings APS,25988
8003333,Mayo Foundation for Medical Education and Research,28357
8331751,"mBio Diagnositcs, Inc.",5890
8606066,"mBio Diagnositcs, Inc.",5891
8300993,"mBio Diagnositcs, Inc.",6177
8586347,"mBio Diagnositcs, Inc.",6178
6475750,"M-Biotech, Inc.",10327
6514689,"M-Biotech, Inc.",10328
6835553,"M-Biotech, Inc.",17587
6268161,"M-Biotech, Inc.",21824
6858403,"M-Biotech, Inc.",25141
6063158,"MBX Systems, Inc.",19450
9516758,"MC10, Inc.",8159
9545216,"MC10, Inc.",26410
9545285,"MC10, Inc.",26411
9757050,"MC10, Inc.",26412
9810623,"MC10, Inc.",26413
9894757,"MC10, Inc.",26414
8624072,"McAlister Technologies, LLC",963
9127244,"McAlister Technologies, LLC",1813
8814962,"McAlister Technologies, LLC",20783
8840692,"McAlister Technologies, LLC",20784
9540578,"McAlister Technologies, LLC",20785
8318997,"McAlister Technologies, LLC",28872
8784095,"McAlister Technologies, LLC",28874
8912239,"McAlister Technologies, LLC",28875
8916735,"McAlister Technologies, LLC",28876
8975458,"McAlister Technologies, LLC",28877
9278327,"McAlister Technologies, LLC",28878
9297530,"McAlister Technologies, LLC",28879
8328888,"McAlister Technologies, LLC",28886
8784661,"McAllister Technologies, LLC",20782
5518890,"McCormick & Company, Inc.",12358
4035238,McDonnell Douglas Corporation,294
4072572,McDonnell Douglas Corporation,480
4118280,McDonnell Douglas Corporation,624
4140580,McDonnell Douglas Corporation,683
4318994,McDonnell Douglas Corporation,1413
7122155,McGill University,1878
6461490,McGill University,4294
6478939,McGill University,4296
8043825,McGill University,15203
5876121,McGill University,17353
5955379,McGill University,18053
6100098,McGill University,19836
6107080,McGill University,19933
6489105,Imperial Cancer Research Technology,23390
7951931,McGill University,24359
8423104,McGill University,25564
5098846,McLean Hospital,7303
5149626,McLean Hospital Corporation,7916
7375168,McMaster University,2746
7118921,McMaster University,5985
4990458,McMaster University,6320
6509032,McMaster University,7310
7745607,McMaster University,9130
10150986,McMaster University,21087
9490110,McMaster University,22248
10054566,McMaster University,22249
6752868,MCNC Research & Development Institute,24711
6924921,MCNC Research & Development Institute,25453
8608639,"McNeil-PPC, Inc.",29349
8753258,"McNeil-PPC, Inc.",29350
8477473,Mcube Inc.,29175
9377487,Mcube Inc.,29176
9709509,Mcube Inc.,29177
6589751,MCW Research Foundation,11793
5744299,MCW Research Foundation,15480
6015664,MCW Research Foundation,18863
6764855,MCW Research Foundation,23079
5780593,Kem-En-Tec A/S,15981
9745632,MDNA Life Sciences Inc.,12918
7473401,MDS Analytical Technologies (US) Inc.,8
7723039,MDS Analytical Technologies (US) Inc.,17845
7456938,MDS Analytical Technologies (US) Inc.,18453
7135296,MDS Inc.,2102
6864089,"MDS Proteomics, Inc.",25160
7700295,MDS SCIEX,1938
9977034,"Meabolon, Inc.",28682
8350006,Mead Johnson Nutrition Company,22965
5702754,"Meadox Medicals, Inc.",14966
6146837,"Medarex, Inc.",20377
7368098,"Medarex, Inc.",26725
7601818,"Amgen SF, LLC",27399
7201962,Medasorb Corporation,2905
7556768,Donald Brodie,10662
7629049,"Medasorb, Inc.",2906
7060226,"Medax International, Inc.",25849
7320259,"Medax International, Inc.",26582
7184148,Medeikon Corporation,9710
7190464,Medeikon Corporation,9711
7242480,Medeikon Corporation,9712
7474408,Medeikon Corporation,9713
8562911,MEDI Medical Engineering Corp.,6961
10234934,Medibotics LLC,27374
5983734,Medica Corporation,18447
9767343,Medica Corporation,21575
6289751,Medica Corporation,22116
6293162,Medica Corporation,22159
6884597,"Medical & Biological Laboratories Co., Ltd.",16532
7604963,Medical Biosystems Ltd,20700
7608397,Medical Biosystems Ltd,27415
7368132,Medical Chemical Corporation,2254
4395486,"Medical College of Ga. Research Inst., Inc.",1759
8216787,"Medical College of Georgia Research Institute, Inc.",6286
5486459,Medical College of Ohio,11902
5866323,Case Western Reserve University,17158
8283439,Medical Diagnostic Laboratories L.L.C.,15400
9134324,Medical Diagnostic Laboratories L.L.C.,6066
8206925,Medical Diagnostic Laboratories L.L.C.,16529
7989186,Medical Diagnostic Laboratories L.L.C.,17724
8026056,Medical Diagnostic Laboratories L.L.C.,19685
8715936,Medical Diagnostic Laboratories L.L.C.,20488
9970060,Medical Diagnostic Laboratories L.L.C.,23978
8900813,Medical Diagnostic Laboratories L.L.C.,24537
8257938,Medical Diagnostic Laboratories L.L.C.,25572
8323907,Medical Diagnostic Laboratories L.L.C.,25573
8455211,Medical Diagnostic Laboratories L.L.C.,25574
6855490,Medical Discovery Partners LLC,5748
7011940,Medical Discovery Partners LLC,5749
8263404,Medical Discovery Partners LLC,25534
10188328,"MEDICAL PHOTONICS CO., LTD.",24075
8445198,Medical Prognosis Institute,25396
9598734,Medical Prognosis Institute A/S,25397
8153402,Medical Research Council,4396
9857303,Medical Research Council,4401
10052605,Medical Research Council,4402
6417506,Medical Research Council,7781
5633131,Assistance Publique,13935
5837196,Medical Research Council,16604
5958760,Medical Research Council,18093
6007988,Medical Research Council,18776
6013453,Medical Research Council,18848
7569390,Medical Research Council,19395
7897347,Medical Research Council,19396
6087095,Medical Research Council,19682
6146593,Medical Research Council,20366
8709736,Medical Research Council,29495
9632099,Medical Research Council,29496
9606122,Cambridge Enterprise Limited,30224
5728524,Medical Research Council,15300
9182398,"Medical Service Consultation International, LLC",25223
7527930,"Gene Express, Inc.",19201
4610878,Medical University of South Carolina,2836
7722644,"Medicine Lodge, Inc.",19502
7001672,"Medicine Lodge, Inc.",25661
7951412,"Medicine Lodge, Inc.",25662
6834237,Medicometrics APS,8177
7507532,Medigen Biotechnology Corporation,27180
7659374,"MedImmune, LLC",26218
9159537,"MedImmune, LLC",27438
9797892,MEDIOMICS LLC,9162
8956857,MEDIOMICS LLC,9151
8993245,MEDIOMICS LLC,9152
9040287,MEDIOMICS LLC,9154
9618505,MEDIOMICS LLC,9160
9671403,MEDIOMICS LLC,9161
6599497,Medi-Physics Inc.,6374
7988612,Medi-Physics Inc.,20565
8035376,Medi-Physics Inc.,23100
6284222,Medi-Physics Inc.,22035
6495340,Medis El Ltd.,3747
4836904,"Medisense, Inc.",4730
4840893,"Medisense, Inc.",4803
5126034,"Medisense, Inc.",7683
6826422,"MediSpectra, Inc.",242
5713364,"MediSpectra, Inc.",15115
6104945,"MediSpectra, Inc.",19908
6411835,"MediSpectra, Inc.",19909
9880156,"Medite Cancer Diagnostics, Inc.",18791
8865414,Medizinische Hochschule Hannover,12863
9535071,Medizinische Hochschule Hannover,27154
9453052,Medizinische Universitat Wien,3547
10159710,Medizinische Universitat Wien,3569
10024857,MED-LIFE DISCOVERIES LP,26681
6534323,"Medlyte Diagnostics, Inc.",1334
7531362,MedMira Inc.,1998
8586375,MedMira Inc.,2002
9164087,MedMira Inc.,2003
8287817,MedMira Inc.,2000
7560226,Medsaic Pty Limited,12314
4762594,"MedTest Systems, Inc.",3977
4946562,"MedTest Systems, Inc.",5896
5004583,"MedTest Systems, Inc.",6506
8672999,"Medtronic 3F Therapeutics, Inc.",9798
9510777,Medtronic Ardian Luxembourg S.a.r.l.,5470
9597018,Medtronic Ardian Luxembourg S.a.r.l.,5471
9649499,"Medtronic ATS Medical, Inc.",27747
6361819,"Medtronic AVE, Inc.",1665
6830583,"Medtronic AVE, Inc.",1667
6248127,"Medtronic AVE, Inc.",21532
5867361,Medtronic Inc.,17236
5870272,Medtronic Inc.,17261
7813780,"Medtronic MiniMed, Inc.",1669
9163273,"Medtronic MiniMed, Inc.",1670
9541519,"Medtronic MiniMed, Inc.",1671
7153265,"Medtronic MiniMed, Inc.",3145
6766183,"Medtronic MiniMed, Inc.",3240
6927246,"Medtronic MiniMed, Inc.",3242
7045361,"Medtronic MiniMed, Inc.",3243
9989522,"Medtronic MiniMed, Inc.",6181
8478375,"Medtronic MiniMed, Inc.",8310
8691517,"Medtronic MiniMed, Inc.",8311
8700113,"Medtronic MiniMed, Inc.",8312
7577470,"Medtronic MiniMed, Inc.",14514
8523773,"Medtronic MiniMed, Inc.",14515
9642568,"Medtronic MiniMed, Inc.",20561
10194845,"Medtronic MiniMed, Inc.",20562
9848805,"Medtronic MiniMed, Inc.",24763
8940544,"Medtronic MiniMed, Inc.",25142
7687268,"Medtronic MiniMed, Inc.",27597
8372646,"Medtronic MiniMed, Inc.",27598
8497133,"Medtronic MiniMed, Inc.",27599
7790461,"Medtronic MiniMed, Inc.",27854
7892840,"Medtronic MiniMed, Inc.",28061
7055237,"Medtronic Vascular, Inc.",10850
7861570,"Medtronic Vascular, Inc.",10855
8916226,"Medtronic Vascular, Inc.",10863
8333801,"Medtronic Vascular, Inc.",24832
8616040,"Medtronic Vascular, Inc.",24833
9421650,"Medtronic Vascular, Inc.",24834
9867724,"Medtronic Vascular, Inc.",25715
9427307,"Medtronic Vascular, Inc.",29731
8998977,"Medtronic Vascular, Inc.",29790
6549811,"Medtronic, Inc",3606
8021421,"Medtronic, Inc",1113
7399637,"Medtronic, Inc",2815
8340759,"Medtronic, Inc",8057
5176956,"Medtronic, Inc",8140
5308641,"Medtronic, Inc",9504
5415938,"Medtronic, Inc",10786
5443496,"Medtronic, Inc",11191
5473812,"Medtronic, Inc",11649
9205253,"Medtronic, Inc",11651
8320984,"Medtronic, Inc",13378
5702818,"Medtronic, Inc",14970
9220886,"Medtronic, Inc",16780
5928916,"Medtronic, Inc",17816
5971023,"Medtronic, Inc",18240
